Melody Name,Average Information Content
2022-11-14-21-31-47-142.0,6.082837715267175
2022-11-14-21-43-48-134.0,4.7190045107843135
2022-11-14-23-39-51-128.0,5.54421101131387
2022-11-15-00-02-20-98.0,6.319146417948718
2022-11-15-00-15-12-83.0,6.466789363681591
2022-11-15-01-45-30-71.0,5.474788908474577
2022-11-15-06-25-09-79.0,6.258294064806867
2022-11-15-06-56-22-71.0,5.3190843125
2022-11-15-08-01-49-89.0,5.858498931638419
2022-11-15-12-25-53-71.0,6.530383584946237
2022-11-15-14-09-21-106.0,5.061455057843138
2022-11-15-14-22-34-144.0,4.9504513152659575
2022-11-15-14-55-31-93.0,5.589985454876847
2022-11-15-15-54-14-72.0,6.229967231858406
2022-11-15-15-54-19-144.0,5.115352087715517
2022-11-15-16-06-49-139.0,5.985219491071429
2022-11-15-16-07-00-71.0,6.399646811518324
2022-11-15-16-19-15-94.0,6.318895705882353
2022-11-15-17-16-50-87.0,5.99150355
2022-11-15-18-44-08-149.0,5.440385758503402
2022-11-15-18-57-18-88.0,5.873598316494846
2022-11-15-19-11-15-89.0,5.881580492079208
2022-11-15-19-11-38-99.0,4.666591889140272
2022-11-15-19-50-10-139.0,5.811939177551021
2022-11-15-21-44-36-69.0,6.5146100378600815
2022-11-15-23-29-38-116.0,5.39274196227758
2022-11-16-00-28-30-163.0,6.520940678014185
2022-11-16-00-28-41-142.0,4.704799364111111
2022-11-16-01-48-03-107.0,5.738288185714286
2022-11-16-08-08-45-85.0,4.627073770788914
2022-11-16-16-50-24-161.0,5.1767736157333335
2022-11-16-19-01-39-84.0,5.429635340677967
2022-11-16-21-31-43-139.0,5.04554074641196
2022-11-16-21-55-21-142.0,5.487526071212121
2022-11-16-22-06-05-161.0,5.525380836015326
2022-11-16-22-39-57-146.0,5.117529205694445
2022-11-16-23-02-37-96.0,5.565474237037038
2022-11-17-00-09-54-137.0,7.049451883277592
2022-11-17-00-44-47-139.0,6.101260872693727
2022-11-17-02-01-51-82.0,4.657354582173913
2022-11-17-03-33-11-73.0,4.995764828333333
2022-11-17-05-15-45-120.0,5.394746777682404
2022-11-17-08-09-09-144.0,5.646567682972137
2022-11-17-08-31-27-119.0,7.152821505339807
2022-11-17-09-03-43-139.0,5.760160190151515
2022-11-17-11-05-44-123.0,5.932517375912409
2022-11-17-11-17-55-95.0,4.7551375635797655
2022-11-17-13-09-58-150.0,5.199329504416666
2022-11-17-13-10-04-97.0,4.8331757364
2022-11-17-14-50-00-81.0,5.509517123489933
2022-11-17-16-26-19-163.0,6.165554901098901
2022-11-17-18-12-51-151.0,4.566314314847161
2022-11-17-18-13-17-133.0,5.122590472770271
2022-11-17-19-58-18-71.0,5.294095479571429
2022-11-17-21-11-36-166.0,6.131428243093921
2022-11-17-21-58-17-129.0,5.627123405076143
2022-11-18-02-16-04-136.0,6.074882879024391
2022-11-18-02-16-32-119.0,4.806758471827957
2022-11-18-03-39-47-88.0,7.313783829279279
2022-11-18-05-41-53-69.0,5.889554618292683
2022-11-18-06-03-18-96.0,4.664347679047618
2022-11-18-07-45-16-106.0,4.988103989208633
2022-11-18-08-19-00-127.0,5.589492235409836
2022-11-18-08-19-07-135.0,5.495689417857142
2022-11-18-08-41-46-129.0,6.680041668571429
2022-11-18-09-03-48-146.0,6.549702914948453
2022-11-18-09-15-46-120.0,4.288258976127167
2022-11-18-09-26-40-111.0,5.803405909836066
2022-11-18-10-10-00-72.0,6.281345596791444
2022-11-18-11-05-42-71.0,6.261670026701571
2022-11-18-11-50-38-69.0,6.704115979512195
2022-11-18-14-32-10-139.0,5.69205219102564
2022-11-18-14-44-53-129.0,6.490768779646018
2022-11-18-16-41-24-153.0,6.41962899569378
2022-11-18-17-17-20-119.0,5.426090859067357
2022-11-18-17-40-54-88.0,6.428839741984733
2022-11-18-18-04-23-91.0,5.998047880978261
2022-11-18-18-18-29-125.0,3.603949587169811
2022-11-18-23-15-12-100.0,5.708234847090164
2022-11-18-23-27-46-120.0,4.490121261290322
2022-11-18-23-28-02-93.0,6.619168123263889
2022-11-19-00-06-06-142.0,5.609869921794872
2022-11-19-00-30-43-144.0,4.782756253956834
2022-11-19-01-27-02-140.0,4.941543594042553
2022-11-19-01-51-11-128.0,6.720538748765432
2022-11-19-03-11-50-142.0,5.462471617672414
2022-11-19-03-11-57-162.0,5.737079589333334
2022-11-19-04-07-40-71.0,6.58920489202454
2022-11-19-09-34-49-149.0,5.737019019072165
2022-11-19-10-10-05-162.0,5.54062086442953
2022-11-19-10-57-08-115.0,5.835599375
2022-11-19-13-24-12-69.0,6.826209052601157
2022-11-19-14-08-42-125.0,5.819868812
2022-11-19-14-20-43-71.0,5.8721267682524285
2022-11-19-17-37-54-69.0,6.32897950673077
2022-11-19-17-38-04-122.0,5.495059791157894
2022-11-19-17-38-09-123.0,4.518935704545455
2022-11-19-19-00-25-74.0,6.093675702716763
2022-11-19-19-23-26-123.0,5.09571411118421
2022-11-19-19-57-35-70.0,5.777682253932586
2022-11-19-20-08-58-163.0,6.666572218128655
2022-11-19-20-09-05-116.0,6.10580200030395
2022-11-19-22-04-40-94.0,4.523251392714286
2022-11-19-22-04-47-76.0,5.185159071578948
2022-11-19-23-03-04-91.0,7.775907875172414
2022-11-19-23-26-03-144.0,4.979023460663508
2022-11-20-00-39-49-164.0,4.71699623021978
2022-11-20-01-17-04-161.0,5.124640859689922
2022-11-20-03-52-23-89.0,6.5712152665198245
2022-11-20-08-18-16-71.0,8.043395261073826
2022-11-20-08-19-01-119.0,4.915681951862464
2022-11-20-11-07-22-140.0,5.253307491304348
2022-11-20-13-08-12-172.0,5.675721358215962
2022-11-20-13-56-35-89.0,5.997536571052631
2022-11-20-14-07-27-115.0,6.684606974485597
2022-11-20-15-41-32-136.0,4.2262723662857145
2022-11-20-16-03-49-136.0,4.2262723662857145
2022-11-20-16-17-28-88.0,5.45264440113924
2022-11-20-16-53-29-134.0,6.613534972093023
2022-11-20-17-05-15-151.0,6.151377639568345
2022-11-20-18-03-11-109.0,6.563716375502008
2022-11-20-18-50-44-143.0,4.99186200909091
2022-11-21-00-29-42-129.0,4.214327463706897
2022-11-21-01-04-34-140.0,5.47239058311111
2022-11-21-01-04-59-161.0,3.929131397019869
2022-11-21-02-13-11-122.0,5.623267317525772
2022-11-21-03-21-50-139.0,6.171493117016574
2022-11-21-03-21-55-79.0,5.550960571240107
2022-11-21-09-49-02-122.0,4.323904658867925
2022-11-21-11-08-26-91.0,5.817758751851852
2022-11-21-11-08-48-69.0,5.065018112295082
2022-11-21-12-51-25-91.0,7.52609032421875
2022-11-21-12-52-04-122.0,5.760754466555184
2022-11-21-14-28-49-72.0,5.470530414619883
2022-11-21-14-52-05-71.0,6.426527061151079
2022-11-21-16-35-30-139.0,5.6131922100418405
2022-11-21-16-46-45-147.0,6.495510324719102
2022-11-21-18-07-16-144.0,5.506851099310345
2022-11-21-19-54-29-97.0,5.88437700472973
2022-11-21-20-18-46-106.0,6.115521639240507
2022-11-21-21-05-00-77.0,5.9805063
2022-11-21-21-05-18-87.0,3.875636290688073
2022-11-21-22-13-03-78.0,6.298690141176471
2022-11-22-01-02-30-131.0,6.486006665846994
2022-11-22-02-13-06-106.0,5.824882782534246
2022-11-22-03-07-50-78.0,5.829482543681319
2022-11-22-03-19-45-140.0,6.286602186305733
2022-11-22-04-50-12-163.0,6.577825745945946
2022-11-22-09-00-22-97.0,6.22683750931174
2022-11-22-11-45-52-71.0,5.230665787833332
2022-11-22-13-17-00-178.0,6.3574451580459765
2022-11-22-13-27-50-150.0,4.553284108356808
2022-11-22-13-49-03-109.0,5.306063464935065
2022-11-22-14-12-58-79.0,4.970394887704917
2022-11-22-14-36-03-142.0,5.60219863319838
2022-11-22-16-19-07-85.0,6.420613195087719
2022-11-22-16-31-49-156.0,5.440824876829269
2022-11-22-17-07-44-70.0,5.302428668
2022-11-22-18-31-13-73.0,7.299155171521035
2022-11-22-19-03-49-70.0,5.650333827323943
2022-11-22-20-04-35-130.0,5.499839866326532
2022-11-22-20-16-36-85.0,6.785775988275862
2022-11-22-21-46-47-150.0,5.8324935837944665
2022-11-22-21-58-05-145.0,4.568731242869956
2022-11-22-23-05-06-163.0,5.530324454857142
2022-11-22-23-05-20-119.0,4.9453468390041495
2022-11-23-00-48-03-69.0,5.678544277119341
2022-11-23-01-09-48-87.0,4.912097882588236
2022-11-23-01-33-04-106.0,6.398753350274727
2022-11-23-02-28-41-149.0,5.0043448061674
2022-11-23-02-50-06-79.0,5.775908620704845
2022-11-23-10-52-41-69.0,3.7342366403100775
2022-11-23-13-31-10-150.0,5.750764055491329
2022-11-23-15-11-28-72.0,5.0945247530468745
2022-11-23-15-23-46-90.0,5.93096641416
2022-11-23-16-08-32-140.0,5.378594881159421
2022-11-23-16-08-59-71.0,5.339986313661202
2022-11-23-17-06-38-154.0,4.835683624806202
2022-11-23-20-02-51-161.0,5.574475039723757
2022-11-23-20-59-57-68.0,5.178342021811847
2022-11-23-22-07-48-136.0,5.882431280676328
2022-11-23-22-53-25-128.0,5.543148252024922
2022-11-23-23-04-42-81.0,5.827309357798165
2022-11-23-23-16-47-133.0,4.999567891935484
2022-11-24-00-23-12-80.0,6.114824069127517
2022-11-24-00-45-33-92.0,6.3260298084
2022-11-24-02-17-24-74.0,5.9674012552
2022-11-24-08-03-44-120.0,7.020349478125
2022-11-24-08-03-54-153.0,4.9801028319730944
2022-11-24-08-04-18-140.0,4.142746491569087
2022-11-24-08-17-31-153.0,4.4612234930434775
2022-11-24-09-22-12-139.0,3.959833409214876
2022-11-24-11-05-12-129.0,4.8264502
2022-11-24-14-04-07-135.0,4.741935021153847
2022-11-24-15-15-36-90.0,6.201580816406249
2022-11-24-16-04-05-139.0,6.134109675373135
2022-11-24-16-17-04-106.0,5.24600585718232
2022-11-24-17-10-30-84.0,5.830449005932204
2022-11-24-17-24-09-69.0,5.692466750724638
2022-11-24-17-35-20-79.0,4.70098807121212
2022-11-24-17-56-56-70.0,7.846158389583334
2022-11-24-18-09-40-108.0,6.5814141535074615
2022-11-24-18-34-07-95.0,6.305290639252337
2022-11-24-19-21-53-94.0,5.855979765843621
2022-11-24-19-35-01-70.0,5.986320101666667
2022-11-24-20-10-09-83.0,6.72905445285171
2022-11-24-21-06-13-150.0,5.742619208474577
2022-11-24-22-02-52-133.0,5.515755529004329
2022-11-24-22-27-09-143.0,6.209221716806724
2022-11-24-23-12-02-96.0,5.806352958541666
2022-11-24-23-23-21-139.0,5.242347640357143
2022-11-24-23-55-42-73.0,4.889953971978022
2022-11-25-00-07-05-132.0,3.8337970939408863
2022-11-25-00-29-51-117.0,5.5020725348
2022-11-25-08-08-23-71.0,4.760705874233129
2022-11-25-09-07-02-65.0,5.416223367346938
2022-11-25-09-07-06-98.0,5.010060410559007
2022-11-25-11-09-53-113.0,5.265851341282052
2022-11-25-11-23-31-150.0,5.8951193273743
2022-11-25-12-40-24-70.0,5.380756142329545
2022-11-25-14-55-13-152.0,5.183526446357616
2022-11-25-15-07-33-73.0,6.564761739884393
2022-11-25-18-54-34-100.0,5.717239735185185
2022-11-25-19-42-54-141.0,6.603559324124514
2022-11-25-20-07-14-140.0,7.393420549999999
2022-11-25-20-18-42-136.0,6.387250790322581
2022-11-25-21-27-39-98.0,5.69951003377193
2022-11-25-22-01-54-163.0,5.350414996797153
2022-11-25-22-48-02-154.0,4.559058478703704
2022-11-26-00-07-59-139.0,5.008118724795081
2022-11-26-00-08-14-140.0,6.892415349122808
2022-11-26-00-20-40-129.0,6.02763265202952
2022-11-26-01-15-54-165.0,5.7791752055000005
2022-11-26-01-16-03-156.0,4.784275478846153
2022-11-26-01-27-12-136.0,5.623471687012987
2022-11-26-03-18-48-156.0,4.928284354269662
2022-11-26-04-04-18-156.0,5.743238287179487
2022-11-26-04-04-26-139.0,7.006175514917127
2022-11-26-08-15-56-95.0,5.020510217877095
2022-11-26-08-16-03-97.0,6.185268287
2022-11-26-08-50-00-139.0,5.452653065806451
2022-11-26-11-23-22-143.0,6.4776151941015625
2022-11-26-12-51-05-68.0,5.231547881132076
2022-11-26-14-44-39-97.0,5.688941393975903
2022-11-26-14-55-58-147.0,7.344163259302325
2022-11-26-15-51-48-105.0,6.525183357051282
2022-11-26-17-05-10-79.0,5.02410537614679
2022-11-26-17-41-15-140.0,5.89511573705036
2022-11-26-18-17-20-97.0,5.962348973359073
2022-11-26-18-40-17-149.0,5.032641010714285
2022-11-26-19-14-00-154.0,6.666116832530121
2022-11-26-19-59-31-85.0,6.719775234183673
2022-11-26-20-36-00-102.0,5.327985074603174
2022-11-26-20-58-17-129.0,5.501712997769516
2022-11-26-22-04-55-172.0,5.780791726666666
2022-11-26-23-00-50-89.0,5.40862100743421
2022-11-26-23-12-25-112.0,4.590957422846443
2022-11-27-00-20-21-143.0,6.085383819008264
2022-11-27-01-38-36-102.0,6.324170264285714
2022-11-27-01-38-46-142.0,5.154553677865612
2022-11-27-02-12-53-166.0,6.657830919251337
2022-11-27-03-18-55-139.0,4.946009623350254
2022-11-27-04-14-39-84.0,5.80183965352
2022-11-27-08-14-02-70.0,4.62438617109375
2022-11-27-08-44-47-103.0,4.795223219782609
2022-11-27-09-16-39-88.0,5.415421534730538
2022-11-27-09-54-36-99.0,5.783511140959409
2022-11-27-10-17-11-126.0,4.408490466666667
2022-11-27-10-39-41-152.0,5.85688830245098
2022-11-27-11-01-58-92.0,6.232136394642857
2022-11-27-11-13-44-161.0,5.64764904254386
2022-11-27-12-07-50-156.0,6.733698841450777
2022-11-27-12-07-57-99.0,7.532208812857143
2022-11-27-16-04-16-140.0,5.78747982616279
2022-11-27-18-36-07-137.0,6.035883198828124
2022-11-27-19-32-12-81.0,4.090934121265823
2022-11-27-19-54-57-95.0,5.810401773962264
2022-11-27-22-27-11-150.0,6.4345911960177
2022-11-27-23-33-33-94.0,7.095782413821138
2022-11-27-23-33-49-86.0,6.621583668345323
2022-11-28-01-06-47-121.0,5.041334370434782
2022-11-28-01-53-32-149.0,5.290636536842105
2022-11-28-02-36-44-89.0,4.866898753023256
2022-11-28-02-36-57-111.0,5.194660734603175
2022-11-28-02-48-27-84.0,5.725788378776979
2022-11-28-09-34-55-134.0,5.3576352008733625
2022-11-28-12-23-53-131.0,5.940625266776316
2022-11-28-12-24-18-84.0,4.645745201639344
2022-11-28-13-08-01-153.0,4.31573076840909
2022-11-28-13-08-23-87.0,5.91750902185
2022-11-28-14-39-12-120.0,5.072799572222223
2022-11-28-15-03-17-140.0,6.124329717953217
2022-11-28-15-03-32-140.0,5.112246383333333
2022-11-28-16-13-33-138.0,5.330213397945206
2022-11-28-16-13-55-85.0,5.960379592178771
2022-11-28-18-10-42-70.0,5.678853306381418
2022-11-28-18-57-15-69.0,4.901074944548287
2022-11-28-18-57-21-133.0,5.924329024817814
2022-11-28-19-55-09-139.0,5.997579090106006
2022-11-28-20-18-42-106.0,6.033743686710963
2022-11-28-22-59-40-129.0,7.183964537748345
2022-11-28-23-11-03-84.0,6.073095812083333
2022-11-28-23-45-16-117.0,4.846201259859155
2022-11-28-23-56-10-103.0,6.6383632508474575
2022-11-29-00-19-39-123.0,5.785339904504505
2022-11-29-01-03-45-92.0,5.571743790441176
2022-11-29-08-10-24-144.0,5.8255847900432896
2022-11-29-08-10-28-148.0,5.30925238306011
2022-11-29-10-02-13-139.0,5.759146515976331
2022-11-29-13-10-32-155.0,5.347331730582524
2022-11-29-15-49-10-70.0,6.2385359053333325
2022-11-29-17-27-00-71.0,6.164400873148149
2022-11-29-18-10-40-72.0,5.666987287748344
2022-11-29-19-12-34-70.0,7.138575187709495
2022-11-29-23-25-18-124.0,6.228143138190955
2022-11-30-00-08-52-140.0,3.948827368012049
2022-11-30-00-53-01-145.0,5.866665413227512
2022-11-30-02-10-38-84.0,7.278826296902655
2022-11-30-02-32-36-118.0,5.841086869483569
2022-11-30-10-24-21-131.0,5.379736652320676
2022-11-30-10-35-28-97.0,5.977135579569893
2022-11-30-11-20-39-96.0,4.817501080203046
2022-11-30-11-20-44-104.0,5.981973525490197
2022-11-30-14-42-06-139.0,4.923047501142858
2022-11-30-15-50-04-87.0,5.514082475638888
2022-11-30-17-17-24-151.0,6.191633403030303
2022-11-30-18-59-16-77.0,8.380006407462686
2022-11-30-20-31-55-80.0,6.553200815652174
2022-11-30-21-53-14-143.0,4.630272945856353
2022-12-01-14-17-45-108.0,4.797409518823529
2022-12-01-14-29-49-88.0,4.907304109937888
2022-12-01-14-52-24-140.0,5.032284674301676
2022-12-01-16-00-45-138.0,5.664612111954545
2022-12-01-16-00-50-104.0,5.509792453420196
2022-12-01-16-26-42-142.0,5.350479316040955
2022-12-01-20-27-42-163.0,5.717507324431818
2022-12-01-21-00-44-72.0,7.595966693506495
2022-12-01-21-25-05-162.0,5.83463195
2022-12-02-00-01-29-71.0,4.9414080594000005
2022-12-02-08-48-37-73.0,4.992346588552188
2022-12-02-09-44-39-112.0,5.293860448989361
2022-12-02-12-53-09-136.0,5.570658430199431
2022-12-02-14-48-07-150.0,5.0762753888
2022-12-02-15-22-14-103.0,6.282582320895522
2022-12-02-15-33-19-93.0,6.240209546078431
2022-12-02-17-15-42-161.0,6.127170382278481
2022-12-02-18-13-49-143.0,6.633759057647059
2022-12-02-18-25-32-172.0,6.74730117372549
2022-12-02-18-37-29-70.0,4.520305424637681
2022-12-02-19-38-59-134.0,4.531130403146068
2022-12-02-19-50-58-154.0,4.582338059800665
2022-12-02-20-48-33-135.0,5.538534290598291
2022-12-02-21-56-23-145.0,6.7239970641791045
2022-12-02-22-20-45-150.0,4.993305391608392
2022-12-02-23-17-25-67.0,5.444414375072464
2022-12-03-00-01-50-79.0,5.84025800520446
2022-12-03-00-24-40-115.0,4.857825612686566
2022-12-03-01-43-24-118.0,5.108652450574713
2022-12-03-02-39-49-139.0,6.321425554216868
2022-12-03-02-51-05-138.0,5.745730979452055
2022-12-03-03-02-23-139.0,5.788245408595507
2022-12-03-11-02-47-139.0,6.106163972789116
2022-12-03-11-27-35-98.0,5.139953929904307
2022-12-03-12-48-14-95.0,4.761549069421487
2022-12-03-13-11-01-93.0,5.805639713270142
2022-12-03-13-55-02-140.0,6.473211225477707
2022-12-03-14-50-40-129.0,6.629311746783626
2022-12-03-15-06-08-140.0,6.4724291041198505
2022-12-03-15-06-17-72.0,6.599332503676471
2022-12-03-15-42-51-161.0,5.014948787500001
2022-12-03-17-21-19-129.0,3.778169748317461
2022-12-03-18-34-32-82.0,5.0654445263374495
2022-12-03-20-17-58-87.0,5.443790050980392
2022-12-03-22-13-13-122.0,5.375193060377359
2022-12-03-22-13-19-153.0,5.319427265771812
2022-12-03-23-33-09-150.0,6.493204532738095
2022-12-04-01-01-36-95.0,5.53574905107296
2022-12-04-01-47-38-110.0,5.00717556025641
2022-12-04-02-31-26-153.0,5.084393630065359
2022-12-04-03-03-50-72.0,5.142978007628459
2022-12-04-08-17-00-98.0,5.053657115107914
2022-12-04-09-12-27-82.0,4.929187941798942
2022-12-04-09-38-39-153.0,5.7026601163366335
2022-12-04-10-15-28-137.0,6.3139136569378
2022-12-04-13-12-00-172.0,6.13332495
2022-12-04-14-52-19-114.0,6.575610793050193
2022-12-04-15-51-23-101.0,6.948054582010582
2022-12-04-16-03-59-164.0,5.405141477859778
2022-12-04-16-16-30-119.0,6.555859131651376
2022-12-04-16-16-40-89.0,5.743425921264367
2022-12-04-16-49-47-125.0,6.412817864259929
2022-12-04-17-17-21-107.0,6.318952941884817
2022-12-04-17-17-33-74.0,5.841806104060915
2022-12-04-18-11-56-71.0,5.968521279803921
2022-12-04-18-12-08-82.0,6.791817235416667
2022-12-04-18-24-00-164.0,6.484587413265305
2022-12-04-18-57-27-104.0,5.207240621455398
2022-12-04-19-11-38-117.0,5.0491346884745765
2022-12-04-21-02-46-89.0,6.212713318584071
2022-12-04-21-48-59-106.0,5.492191693913044
2022-12-04-22-10-50-140.0,5.2891303681865285
2022-12-05-02-08-13-140.0,7.328779797991967
2022-12-08-15-10-17-79.0,6.217803536842106
2022-12-08-15-55-59-91.0,6.086371590582959
2022-12-08-16-07-56-68.0,6.916465173770492
2022-12-08-16-41-51-104.0,5.48259642987013
2022-12-08-17-04-25-90.0,5.066529667630058
2022-12-08-18-13-42-142.0,4.318633265373134
2022-12-08-18-48-01-72.0,5.786725491796875
2022-12-08-20-30-52-121.0,5.184535409150327
2022-12-08-21-28-16-85.0,5.740868412385321
2022-12-08-23-21-51-131.0,4.466603029929077
2022-12-08-23-55-22-146.0,6.499776592610837
2022-12-09-01-03-19-128.0,5.730679049579831
2022-12-09-01-27-09-129.0,4.84467022665
2022-12-09-08-15-38-71.0,5.00786931077821
2022-12-09-11-47-46-153.0,5.263854932960894
2022-12-09-12-34-34-70.0,6.228551961000001
2022-12-09-12-34-41-153.0,5.12200933115942
2022-12-09-13-07-26-77.0,5.842893775581396
2022-12-09-14-04-52-148.0,5.873644523348018
2022-12-09-14-39-00-131.0,6.789708820828024
2022-12-09-17-08-24-129.0,5.232030059803921
2022-12-09-17-42-01-120.0,5.744463116996046
2022-12-09-21-44-57-129.0,6.050224499103139
2022-12-09-22-08-08-87.0,5.653643251914893
2022-12-09-23-29-14-95.0,6.894800210880829
2022-12-10-00-02-32-79.0,4.1304283701785725
2022-12-10-00-02-45-114.0,5.109428135856573
2022-12-10-00-27-06-130.0,4.835977465549451
2022-12-10-00-38-12-81.0,6.009550849546828
2022-12-10-00-49-29-69.0,6.947818983414633
2022-12-10-01-11-20-92.0,7.225137043459916
2022-12-10-01-22-25-139.0,6.570350478350515
2022-12-10-02-07-06-109.0,7.542654842931936
2022-12-10-02-18-46-139.0,4.923050532571429
2022-12-10-02-41-21-122.0,5.437269083333333
2022-12-10-08-06-18-122.0,5.058642975
2022-12-10-08-19-56-80.0,6.810742519631901
2022-12-10-09-04-04-142.0,4.598058833974359
2022-12-10-09-49-42-76.0,3.963869556602564
2022-12-10-11-06-43-142.0,5.807874160546875
2022-12-10-11-30-20-74.0,5.629745856617647
2022-12-10-17-31-53-163.0,6.417099222707424
2022-12-10-18-18-19-91.0,6.331916131004366
2022-12-10-18-40-04-79.0,5.688897170491804
2022-12-10-21-19-00-87.0,6.896035691616765
2022-12-10-21-30-17-140.0,5.493996320000001
2022-12-10-22-04-39-99.0,6.456835955633803
2022-12-10-22-28-21-172.0,5.600867306040269
2022-12-10-23-02-38-106.0,5.717654480451128
2022-12-11-01-17-57-148.0,5.816399331465517
2022-12-11-02-13-30-150.0,6.661343370564516
2022-12-11-04-25-14-126.0,4.644527714858757
2022-12-11-04-57-22-133.0,5.357101581221865
2022-12-11-05-08-35-89.0,5.848680892639593
2022-12-11-05-32-06-84.0,7.1316406088
2022-12-11-08-11-20-83.0,6.477999085253457
2022-12-11-10-47-28-108.0,3.583158325625
2022-12-11-11-42-20-71.0,6.79783715254902
2022-12-11-13-09-48-69.0,6.707540936263735
2022-12-11-13-33-21-117.0,6.916078276608187
2022-12-11-14-18-42-141.0,6.087541395945945
2022-12-11-15-04-04-87.0,6.630162124712642
2022-12-11-15-27-03-142.0,6.445356877540107
2022-12-11-16-55-52-163.0,5.825009209274193
2022-12-11-18-03-36-156.0,6.099851671069182
2022-12-11-18-16-09-69.0,4.692002778900524
2022-12-11-19-10-18-150.0,4.927906758433736
2022-12-11-19-10-29-142.0,7.332966404012346
2022-12-11-19-10-34-143.0,5.9247765811320745
2022-12-11-19-22-36-136.0,4.106678173218391
2022-12-11-19-22-46-85.0,5.306877646255506
2022-12-11-21-16-58-70.0,6.130947840562248
2022-12-11-21-28-16-143.0,4.93367328493976
2022-12-11-23-32-52-71.0,5.855256274660634
2022-12-12-00-06-26-84.0,6.299043184144487
2022-12-12-00-06-42-80.0,4.2993847744486695
2022-12-12-01-47-45-71.0,5.4141624796511625
2022-12-12-08-13-00-127.0,6.223911999588476
2022-12-12-10-24-30-74.0,4.223257124603175
2022-12-12-10-47-41-119.0,4.839357564721485
2022-12-12-11-44-39-129.0,3.786915748484849
2022-12-12-14-45-24-154.0,5.967214751131222
2022-12-12-15-54-34-137.0,6.01611722725
2022-12-12-16-18-57-71.0,5.757554427027027
2022-12-12-19-21-56-81.0,5.233058388283582
2022-12-12-19-33-39-95.0,6.755837998795181
